,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud
798968,798968,2019-12-03 22:25:21,3533012926413100,fraud_Pollich LLC,home,15.96,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,9a07d49ad2d0efce790f3d1199f84683,1354573521,42.313341,-76.079554,0
577598,577598,2019-09-01 21:44:10,5501083170975659,fraud_Stark-Koss,home,20.38,Wayne,Payne,M,587 Bradley Inlet Suite 281,Cuyahoga Falls,OH,44223,41.1464,-81.5107,47772,Equities trader,1966-01-04,403bc4fa9f400183f7117acb7b523888,1346535850,40.420711,-81.73638199999999,0
944678,944678,2020-01-12 18:08:39,2297447006766555,"fraud_O'Reilly, Mohr and Purdy",home,27.2,Laura,Walker,F,611 Michael Rue,Cisco,IL,61830,39.9972,-88.6962,478,Landscape architect,1960-01-13,ed5067da6e879532aa38104ee8c719a5,1358014119,39.853059,-87.739056,0
983535,983535,2020-02-03 21:36:50,377993105397617,fraud_Klein Group,entertainment,176.38,Nathan,Martinez,M,586 Thomas Cliffs,Oconto Falls,WI,54154,44.8755,-88.1555,5548,Mining engineer,1975-09-11,cc6cb8db824c545e83ae8ee571cf9bea,1359927410,45.6428,-88.726638,0
371042,371042,2019-06-21 02:42:50,377264520876399,"fraud_Haley, Jewess and Bechtelar",shopping_pos,1.36,Kara,Miles,F,2076 Thomas Roads Suite 970,Cassatt,SC,29032,34.3424,-80.5,4424,Lawyer,1961-07-31,af13d94af057fbff3c2d63f29e3cbaae,1340246570,34.384183,-79.585403,0
213516,213516,2019-04-19 08:15:34,3547560454237873,fraud_Koepp-Witting,grocery_pos,121.83,Jerry,Robinson,M,212 Mary Stream,Arcadia,MI,49613,44.5232,-86.2061,680,"Designer, jewellery",1966-12-21,c95066d48b2516fce84f416374f3abc8,1334823334,45.155278,-87.18344499999999,0
1124687,1124687,2020-04-13 11:51:40,4760122961662,fraud_Turner and Sons,shopping_pos,6.86,Robert,Jordan,M,4602 Lopez Glens Suite 900,Arcadia,OH,44804,41.1116,-83.50200000000001,1202,Curator,1933-03-01,98f438edf1c5959d9318eb43a8dd5313,1365853900,40.907889,-83.863811,0
1030819,1030819,2020-03-03 01:19:58,213173753804333,"fraud_Douglas, Schneider and Turner",shopping_pos,7.35,Joseph,Wagner,M,822 Austin Spur,North Judson,IN,46366,41.2244,-86.6966,5791,"Doctor, general practice",1959-10-07,dfe11158b93a74124ecaabfdeca79530,1362273598,41.250068,-86.006504,0
590035,590035,2019-09-07 18:41:01,4926376199189801,fraud_Weimann-Lockman,kids_pets,22.93,Claire,Davis,F,83685 Matthew Center Suite 870,Cherokee Village,AR,72529,36.3011,-91.5281,4726,Pharmacologist,1977-06-07,f3f8607af124e145fc8b9fa2a259b4ab,1347043261,37.036234,-90.884387,0
921920,921920,2019-12-30 23:54:01,3583293909206278,fraud_Douglas-White,entertainment,113.13,Deborah,Fisher,F,1911 Fisher Brook,Kirtland Afb,NM,87117,35.0203,-106.5503,310,"Surveyor, land/geomatics",1978-09-30,672a0ffc6c548fa42c26881eb89bb462,1356911641,34.512972999999995,-106.035003,0
1018117,1018117,2020-02-24 10:20:24,6011388901471808,fraud_DuBuque LLC,grocery_pos,139.59,Jacqueline,Marsh,F,950 Sheryl Spurs,Dunlevy,PA,15432,40.1151,-79.8627,427,Mining engineer,1951-02-05,fc44c606e42059624d478f1e5563ac5a,1361701224,40.867438,-80.834501,0
370395,370395,2019-06-20 20:20:48,2242542703101233,fraud_Jakubowski Group,food_dining,11.18,Samuel,Jenkins,M,43235 Mckenzie Views Apt. 837,Westport,KY,40077,38.4921,-85.4524,564,Pensions consultant,1996-04-10,074f4116e6d12be1d84f5306ef831bfa,1340223648,39.047214,-85.457311,0
841610,841610,2019-12-14 00:26:34,4060579726528237,fraud_Larson-Moen,entertainment,2.23,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,df6169320275950e3da4dc392dfba4a7,1355444794,39.325129,-96.231583,0
375380,375380,2019-06-22 17:18:23,4958589671582726883,fraud_Altenwerth-Kilback,home,13.18,Aaron,Pena,M,793 Hooper Tunnel Suite 154,Burke,VA,22015,38.7894,-77.2818,43102,Health visitor,1950-11-27,6b87970572b974879718a34a577f6eda,1340385503,38.077673,-77.190556,0
544697,544697,2019-08-21 09:36:59,180046765320457,fraud_Barton Inc,grocery_pos,79.4,Jared,Camacho,M,4257 Perez Mall,Canton,OH,44702,40.8027,-81.3739,192805,Building control surveyor,1963-06-30,a72c5fb4234ac1a09a8d4e4e2068da70,1345541819,41.010041,-81.197812,0
97641,97641,2019-02-26 19:43:37,676309913934,fraud_Auer LLC,personal_care,8.27,Robert,Martinez,M,3683 Parrish Circles,Pueblo,CO,81005,38.2352,-104.66,151815,Further education lecturer,1988-01-04,65acab4acc22b3dae31691c5fe2906f9,1330285417,38.876551,-104.367275,0
1073106,1073106,2020-03-22 03:23:49,375767678113375,fraud_Bauch-Raynor,grocery_pos,82.43,Christopher,Patterson,M,16744 Campbell Wall Apt. 372,Timberville,VA,22853,38.6476,-78.7717,4367,Waste management officer,1962-04-12,2310f6dee78b62152e6f050303aede16,1363922629,37.975979,-78.350782,0
1020165,1020165,2020-02-25 14:06:13,4328928491302401,fraud_Schuppe-Schuppe,food_dining,10.42,Margaret,Ray,F,927 Cummings Manor Suite 318,Greendale,WI,53129,42.9373,-87.9943,13973,Logistics and distribution manager,1981-05-06,22ce28c63d485cd72fd9f7bcb19bee6b,1361801173,43.14919,-88.217632,0
652372,652372,2019-10-05 09:11:27,502049568400,fraud_Rutherford-Mertz,grocery_pos,162.7,Daniel,Melton,M,6157 Nichols Mews,Marion,CT,6444,41.7918,-72.7188,370,Health service manager,1962-02-13,ad51c9d8a21412f3580062c41d096099,1349428287,41.987976,-72.779519,0
486113,486113,2019-07-31 19:29:52,6592861994408652,"fraud_Kutch, Steuber and Gerhold",food_dining,6.05,Ashley,Whitehead,F,58188 Madison Meadow Apt. 949,Cowlesville,NY,14037,42.8112,-78.4481,1166,Colour technologist,1983-06-12,9623099b11365cd5430a9e2608824f11,1343762992,43.259556,-77.715851,0
440663,440663,2019-07-15 09:52:06,30082025922891,"fraud_Schumm, McLaughlin and Carter",food_dining,137.5,Kathleen,Thompson,F,199 Patterson Fords Apt. 132,Naples,FL,34112,26.1184,-81.7361,276002,"Pilot, airline",1934-06-23,7c20c8255620559c771a9f3cbb658075,1342345926,26.076041,-81.486478,0
777354,777354,2019-11-29 12:17:56,30131826429364,"fraud_Denesik, Powlowski and Pouros",home,54.61,Brianna,Foley,F,57256 Raymond Ports,Knoxville,TN,37932,35.9335,-84.1481,391389,"Designer, industrial/product",1994-04-22,2a9573aa9b82635daedc75a8d07a3ee1,1354191476,35.132546000000005,-83.387273,0
100701,100701,2019-02-28 02:51:35,4450831335606294,fraud_Marks Inc,gas_transport,67.56,Donna,Davis,F,6760 Donovan Lakes,Clayton,OK,74536,34.5906,-95.38,1760,Occupational psychologist,1972-01-20,d87db68c73fddcc06e450e24b01d4163,1330483895,33.700232,-94.60697,0
1214380,1214380,2020-05-23 08:43:38,30238755902988,"fraud_Streich, Hansen and Veum",gas_transport,62.51,Danielle,Yu,F,5395 Colon Burgs Suite 037,Thrall,TX,76578,30.592,-97.2893,1766,Press sub,1976-01-02,c86f57d58863354a3b5e55ad0b155c16,1369298618,30.805185,-96.751172,0
979154,979154,2020-02-02 00:13:19,180014262259255,fraud_Rutherford-Mertz,grocery_pos,67.68,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,3be9d308555ff1067dfc0b621777b480,1359763999,32.511615,-85.705947,0
1270096,1270096,2020-06-11 18:39:23,4797297220948468262,fraud_Hammes-Beatty,kids_pets,58.18,Erica,Briggs,F,3310 Davidson Spurs Apt. 107,Oolitic,IN,47451,38.8938,-86.5246,1228,Counsellor,1991-03-13,3c18f73dc4685b78a93d8eca54458354,1370975963,38.689168,-86.40111999999999,0
259045,259045,2019-05-09 04:41:29,3546674063249004,fraud_Klocko LLC,misc_net,6.96,Jordan,May,M,1626 Susan Course,Aledo,TX,76008,32.7004,-97.6039,13602,Optometrist,1984-07-05,b3c2ff9c9ae99ece5c17db849238b331,1336538489,31.773155,-98.340847,0
119768,119768,2019-03-08 21:12:53,372246459334925,fraud_Padberg-Sauer,home,24.94,Rick,Martinez,M,062 Poole Hollow Apt. 815,Deadwood,SD,57732,44.3566,-103.6999,1979,Multimedia programmer,1970-03-13,16ad6aeb8020325b1e4b0866b505849c,1331241173,43.88159,-103.176581,0
1047647,1047647,2020-03-10 09:29:49,2248735346244816,"fraud_Quitzon, Green and Bashirian",shopping_pos,4.73,Jacob,Weber,M,29156 Mark Park Apt. 108,Utica,KS,67584,38.6411,-100.138,269,Product/process development scientist,1962-11-11,27b356ac5965708d6df36d9480d4e94b,1362907789,37.669986,-101.091509,0
873737,873737,2019-12-21 04:47:02,567868110212,fraud_Zemlak Group,misc_net,258.47,Dawn,Tucker,F,789 Herring Manors,Houston,TX,77007,29.7736,-95.4034,2906700,"Copywriter, advertising",1984-12-16,a7b7b41d9c56a8bf1ac8aab12eeba29a,1356065222,28.841017,-94.85254,0
250151,250151,2019-05-05 08:15:14,3506040590383211,fraud_Herman Inc,misc_pos,42.28,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,aa40442ed2d654a2b1e3cb3599b75152,1336205714,44.672856,-111.934178,0
282016,282016,2019-05-19 11:13:16,3525590521269779,fraud_Stracke-Lemke,grocery_pos,57.25,Scott,Fuller,M,861 Karen Common,Haw River,NC,27258,36.0424,-79.3242,6006,Paramedic,1984-07-20,bef902352fd0aaf3573f1196761db6d2,1337425996,35.396009,-79.086387,0
678491,678491,2019-10-16 09:58:23,3512365128314616,fraud_Mraz-Herzog,gas_transport,64.97,Francisco,Kemp,M,9554 Flores Drive,Arnold,MO,63010,38.4305,-90.387,35439,Land/geomatics surveyor,1985-03-31,96392efa6c14aeea1c38c08ea4df7c20,1350381503,37.547522,-90.744136,0
137898,137898,2019-03-16 19:14:13,30074693890476,"fraud_Hettinger, McCullough and Fay",home,110.99,Kelsey,Richards,F,889 Sarah Station Suite 624,Holcomb,KS,67851,37.9931,-100.9893,2691,Arboriculturist,1993-08-16,2de1966f0a1cf8814a7f98338732335b,1331925253,37.761519,-101.484187,0
981002,981002,2020-02-02 19:46:08,3566875419572867,"fraud_Denesik, Powlowski and Pouros",home,77.19,Adam,Mcdonald,M,997 Cameron Meadow Apt. 980,South Hero,VT,5486,44.64,-73.3113,1654,Transport planner,1991-01-31,9f6f136eec6a14a6b43b5d8ea08f5cfc,1359834368,45.240532,-72.957301,0
738330,738330,2019-11-11 13:14:06,3565423334076143,fraud_Quitzon-Goyette,home,100.79,Nathan,Thomas,M,4923 Campbell Pines Suite 717,Carlisle,IN,47838,38.9763,-87.3667,4081,Energy engineer,1938-03-15,c5beb01746f55c4069575c6bc373ac21,1352639646,38.363879,-88.137198,0
866483,866483,2019-12-19 07:01:43,3568736585751727,fraud_Kihn Inc,shopping_pos,159.1,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,4ab9a5db8c584d4caab9e7df2399e884,1355900503,42.163067,-94.419999,0
103322,103322,2019-03-01 14:01:52,2254799658404120,"fraud_Moore, Williamson and Emmerich",home,54.41,Barbara,Nelson,F,7337 Browning Falls Suite 027,Valdosta,GA,31605,30.946,-83.2474,94325,Educational psychologist,1987-09-08,f2dab48a725e335ff8069421cf612a3c,1330610512,30.947901,-83.935521,0
549845,549845,2019-08-23 16:43:25,371034293500716,fraud_Wilkinson PLC,kids_pets,78.17,Jeremy,Jones,M,5758 Yates Center,Vinton,CA,96135,40.0235,-120.7986,128,Education administrator,1966-02-21,080599cb278a4a507e466295c939efbc,1345740205,40.093989,-120.21747,0
711698,711698,2019-10-31 02:48:40,4488941175228467,fraud_Beier-Hyatt,shopping_pos,727.91,Jacqueline,Washington,F,138 Stephen Ridges Apt. 978,Umatilla,FL,32784,28.9254,-81.6801,11432,Private music teacher,1986-03-31,14a8c5e579419abeb49a3737d8798cae,1351651720,28.834305,-81.507062,1
996262,996262,2020-02-11 14:34:37,4476840372112,fraud_Crooks and Sons,personal_care,1.92,Steven,Walters,M,3206 Hall Divide Suite 282,Woodville,AL,35776,34.6689,-86.2296,3395,"Editor, commissioning",1979-01-21,4bd6a4540d1dd8f82116cf239a736456,1360593277,34.622547999999995,-85.28879,0
150554,150554,2019-03-22 13:10:52,4400011257587661852,fraud_Kozey-Boehm,shopping_net,3.65,Marissa,Powell,F,474 Allen Haven,North Loup,NE,68859,41.4972,-98.7858,509,"Nurse, children's",1980-09-15,59969f4eac1ed7b8c60600e422959e7f,1332421852,41.415812,-99.1284,0
573538,573538,2019-08-31 21:43:23,38797410705641,fraud_Kutch-Wilderman,home,77.84,Andrew,Tucker,M,583 Gray Creek,Oak Hill,NY,12460,42.4069,-74.1528,277,Glass blower/designer,1971-12-12,ad07d62b13e4c4f278ecbce4cc1fd919,1346449403,42.272092,-73.752658,0
397550,397550,2019-06-30 12:08:15,3533742182628021,fraud_Balistreri-Nader,misc_pos,3.1,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,d5c6f1a44e79335c93dcf92cb7b40915,1341058095,32.619358,-79.339471,0
877348,877348,2019-12-21 20:32:08,676102124465,"fraud_Streich, Rolfson and Wilderman",kids_pets,11.05,Natasha,Mclaughlin,F,8699 Lindsay Ford Apt. 486,Napa,CA,94558,38.4549,-122.2564,94014,Airline pilot,1985-08-21,7a10032243da2077dcb829f7e71bf9fa,1356121928,38.425793,-121.353026,0
1253741,1253741,2020-06-06 07:08:35,630423337322,fraud_Ruecker Group,misc_net,15.16,Stephanie,Gill,F,43039 Riley Greens Suite 393,Orient,WA,99160,48.8878,-118.2105,149,Special educational needs teacher,1978-06-21,c19c6f563d7f6b2f04ae63e16117d2fa,1370502515,49.317259,-118.340509,0
488268,488268,2019-08-01 18:45:40,376028110684021,fraud_Skiles LLC,home,88.08,Aaron,Murray,M,624 Hale Springs Apt. 572,Meadville,MO,64659,39.7795,-93.3014,964,Tourist information centre manager,1974-12-23,0607ad80a7971ba84e42fcffed1e2fa9,1343846740,40.407584,-93.34247,0
389986,389986,2019-06-27 20:32:35,38588538868506,"fraud_Bradtke, Torp and Bahringer",personal_care,17.44,Jacqueline,Curry,F,3047 Jeff Place,Marathon,TX,79842,30.1886,-103.2214,498,Lexicographer,1990-11-23,f54728e3c8a3dcbd753ef2e463002c67,1340829155,29.709075,-102.343815,0
153618,153618,2019-03-23 18:24:25,371226440126102,fraud_Kautzer and Sons,personal_care,123.1,Stacy,Lambert,F,85430 Julie Trafficway Suite 792,Mulberry Grove,IL,62262,38.9311,-89.2463,1810,Race relations officer,1974-12-24,f72f6bdd1c3496f877994442b2f86cdc,1332527065,38.471101,-89.48385999999999,0
865746,865746,2019-12-19 00:56:37,6538891242532018,fraud_Stracke-Lemke,grocery_pos,172.6,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,30688fe2f48d294805d99e3cfb98e9a6,1355878597,36.894142,-91.495048,0
474059,474059,2019-07-27 20:13:35,4908846471916297,fraud_Cruickshank-Mills,entertainment,45.04,Lauren,Torres,F,03030 White Lakes,Grandview,TX,76050,32.2779,-97.2351,5875,"Radiographer, therapeutic",1992-07-24,88823f0887ca6fb2c8ca8f2dfff27785,1343420015,32.755565000000004,-97.024159,0
1246431,1246431,2020-06-02 21:46:08,4586810168620942,"fraud_Yost, Block and Koepp",misc_pos,155.73,Michelle,Gregory,F,6983 Carrillo Isle,Edisto Island,SC,29438,32.5486,-80.307,2408,"Sales professional, IT",1997-07-05,06d44de835253798d51f5c6e202f6ca7,1370209568,33.094212,-80.721987,0
907758,907758,2019-12-28 17:36:33,5388659976630693,fraud_Heaney-Marquardt,entertainment,42.66,Charles,Preston,M,5364 William Harbor,Seneca,WI,54654,43.2064,-90.9405,153,Quantity surveyor,1962-02-14,47a554d435bc6d0303bc954ff53e82cb,1356716193,43.509456,-90.960247,0
51605,51605,2019-01-31 07:27:23,30199621383748,fraud_Brown PLC,misc_net,5.67,Theresa,Powell,F,117 Natasha Vista Suite 936,Leonard,TX,75452,33.4044,-96.2238,4090,Sub,1977-03-23,ff7a17b7c5523d5d5dd72fcbc6d18d58,1327994843,33.372842,-96.875058,0
77590,77590,2019-02-15 17:13:18,4561546772499,fraud_Bins-Tillman,entertainment,53.03,Daniel,Briggs,M,7118 Jessica Unions Apt. 789,Moriarty,NM,87035,34.9889,-106.0609,7268,"Therapist, art",1988-08-04,98ce8c7c04c8f8d93f81783970b34b36,1329325998,35.378896999999995,-105.917234,0
1176473,1176473,2020-05-05 20:34:41,30434173205605,"fraud_Turcotte, Batz and Buckridge",health_fitness,17.73,Kylie,Kirby,F,79816 Jackson Squares,Shedd,OR,97377,44.453,-123.1065,917,Radio broadcast assistant,1995-07-08,01050a3bb10ca23b422ef7da5270f8c8,1367786081,43.994352,-123.512603,0
946280,946280,2020-01-13 10:29:42,4989847570577635369,"fraud_Nienow, Ankunding and Collier",misc_pos,10.42,Vanessa,Anderson,F,21178 Brittney Locks,Prosperity,SC,29127,34.1832,-81.5324,8333,Archaeologist,1994-07-09,f74bbcbcf7c2fb3562251eb496bd29b7,1358072982,34.399871999999995,-80.89375799999999,0
1254680,1254680,2020-06-06 16:55:22,4992346398065154184,fraud_Goyette-Herzog,travel,1.17,Benjamin,Kim,M,920 Patrick Light,Mc Nabb,IL,61335,41.173,-89.2187,532,Audiological scientist,1956-01-09,f3da7338edba7571f4bea2c71fd90da3,1370537722,40.452778,-89.930852,0
351597,351597,2019-06-14 07:11:58,3568736585751727,fraud_Hermann and Sons,shopping_pos,134.29,Thomas,Cross,M,7566 Thompson Creek Apt. 827,Elkhart,IA,50073,41.8114,-93.4855,1195,Trading standards officer,1974-03-13,0061a2addc486f1cb35db9ded4982472,1339657918,41.526493,-94.095481,0
1028786,1028786,2020-03-02 12:01:54,4306586894261180,fraud_Stark-Koss,home,50.32,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,45bb5d540c0feea8b1a21ea0c49fcf5a,1362225714,39.189497,-87.818087,0
945701,945701,2020-01-13 02:56:57,4670613943676271,"fraud_Bernhard, Grant and Langworth",shopping_pos,15.82,Bianca,Novak,F,0953 David Skyway,Cuthbert,GA,39840,31.7706,-84.7936,5726,Fitness centre manager,1947-08-14,8c626b496b7af361793ff43b15e51191,1358045817,31.975323,-84.404292,0
236589,236589,2019-04-28 23:23:54,3521417320836166,fraud_Zulauf LLC,personal_care,96.23,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,6a510de2b0fe78453b523250aae6dcc4,1335655434,40.362527,-86.420695,0
672101,672101,2019-10-13 16:27:52,38199021865320,fraud_Dickinson Ltd,personal_care,74.07,Jesse,Roberts,M,8415 Vaughn Squares Apt. 788,Acworth,NH,3601,43.196000000000005,-72.3001,477,Naval architect,1988-04-15,466d170bee5676d677d86abb5fc94081,1350145672,42.537899,-72.12589,0
981397,981397,2020-02-02 23:05:37,3528231451607350,fraud_Kertzmann LLC,health_fitness,41.68,Lauren,Moreno,F,83719 Wilson Shore,Heislerville,NJ,8324,39.224,-74.9942,526,Exercise physiologist,1940-09-06,6aa2e99b06d0974a56116cf3aea0329f,1359846337,38.23157,-75.992302,0
701979,701979,2019-10-26 23:52:31,3521417320836166,fraud_Will Ltd,food_dining,70.4,Angela,Hodges,F,08236 Kim Hill,Indianapolis,IN,46254,39.849,-86.272,910148,Firefighter,1975-11-30,b506811b25a6136fafd552e83cb0ecfa,1351295551,39.598064,-86.62358499999999,0
369379,369379,2019-06-20 11:48:26,4689147265057948423,fraud_Conroy-Cruickshank,gas_transport,54.79,Steven,Brooks,M,2622 Reynolds Isle,Manley,NE,68403,40.9207,-96.168,206,Human resources officer,1967-10-04,9d6d753e20e25977de7c5a339cdfd71f,1340192906,41.722774,-96.234634,0
10737,10737,2019-01-07 12:57:08,584673555952,fraud_Cormier LLC,health_fitness,132.5,Jessica,Jordan,F,071 Wise Trace,Coleharbor,ND,58531,47.5196,-101.2332,307,Make,1930-08-13,208090e84440cf2d365d01cfcad26c26,1325941028,48.221033,-101.302405,0
1185405,1185405,2020-05-10 14:36:01,30235438713303,fraud_Dare-Gibson,health_fitness,32.27,James,Baldwin,M,3603 Mitchell Court,Winfield,WV,25213,38.5072,-81.89,5512,Exhibition designer,1980-03-24,e7ef1db760e42f566d8ac014f8ad776b,1368196561,37.578995,-81.87638000000001,0
911640,911640,2019-12-29 10:12:48,676245600876,fraud_Block Group,misc_pos,5.0,Ashley,Blanchard,F,292 Lowe Dam Suite 858,West Palm Beach,FL,33417,26.7197,-80.1248,459921,Historic buildings inspector/conservation officer,1960-06-14,24865e6867e3f72b53c524121a56ca76,1356775968,27.100222,-80.391756,0
10672,10672,2019-01-07 12:29:34,371284100299909,fraud_Hermann and Sons,shopping_pos,22.64,Hannah,Thomas,F,1004 Willis Pass,Hedley,TX,79237,34.8698,-100.6806,513,Early years teacher,1976-05-24,3b487a3a35cd839a23fdd396c8bd2b51,1325939374,34.105468,-101.491761,0
1187048,1187048,2020-05-11 03:43:25,4384910379661778,"fraud_Bins, Balistreri and Beatty",shopping_pos,1.27,Michelle,Russell,F,55505 Christy Via,Hawley,MN,56549,46.9777,-96.4092,4508,Naval architect,1949-04-24,6bb443ca303013f8eb71661f252182d5,1368243805,47.533026,-96.277144,0
1140196,1140196,2020-04-20 08:09:25,6595970453799027,fraud_Huel-Langworth,misc_net,1.48,Gina,Gomez,F,72030 Shelton Crossing Apt. 742,Stirling,NJ,7980,40.6774,-74.4968,2307,Science writer,1969-09-11,137bcc43e3145f5144b5cf0a10f20185,1366445365,40.440625,-74.067991,0
1143389,1143389,2020-04-21 08:03:23,4904681492230012,fraud_Lockman Ltd,grocery_pos,78.37,Lisa,Lowe,F,574 David Locks Suite 207,Cottekill,NY,12419,41.8467,-74.1038,722,Comptroller,1990-10-19,43fe8ec8fb82dac36ac18ece9cd8a50a,1366531403,42.455351,-73.495215,0
1031015,1031015,2020-03-03 03:24:29,4099707841315751,"fraud_Swift, Bradtke and Marquardt",grocery_net,90.7,James,Stephens,M,1166 Castillo Mountains,Ruckersville,VA,22968,38.2586,-78.4074,9815,"Designer, ceramics/pottery",1975-07-07,1fd5943efb9347f4f67c778cd10f4559,1362281069,37.775099,-78.375842,0
1260129,1260129,2020-06-08 10:11:18,4518350514020532,fraud_Cole PLC,grocery_pos,64.17,Christopher,Gregory,M,9579 Porter Tunnel,Wauchula,FL,33873,27.5517,-81.8074,14742,Teaching laboratory technician,1993-02-26,6b87bed47d1f49e39c932e704ae0bafb,1370686278,28.463348,-82.542231,0
758454,758454,2019-11-20 18:08:19,2720894374956739,fraud_Pacocha-Weissnat,kids_pets,124.2,Audrey,Hickman,F,3325 Gregory Square,Mount Clemens,MI,48043,42.5978,-82.8823,16305,"Psychologist, sport and exercise",1927-05-25,cb7005d594acbbc27bc3f9e82cdfc030,1353434899,43.484764,-82.734487,0
19991,19991,2019-01-13 04:22:34,4981132848794,fraud_Spencer PLC,entertainment,20.22,Joseph,Spencer,M,7854 Stephanie Island Suite 788,Holloway,OH,43985,40.0113,-80.9701,128,Child psychotherapist,1946-04-03,9d57a0cf63addd964ec0fca64f3905cf,1326428554,40.179492,-81.296412,0
882904,882904,2019-12-22 18:36:21,30234966027947,fraud_Cruickshank-Mills,entertainment,106.77,Matthew,Lambert,M,7188 Melissa Crest Apt. 151,New Holstein,WI,53061,43.9446,-88.0911,5196,Child psychotherapist,1978-01-22,c897825862a6f54aa4afbdb7ff3be0bf,1356201381,43.29522,-87.52419599999999,0
411446,411446,2019-07-05 16:37:06,2254917871818484,fraud_Friesen Inc,shopping_pos,1.51,Margaret,Gibson,F,382 Williams Stream Suite 197,Scotland,MD,20687,38.0828,-76.3477,313,Insurance underwriter,1976-03-26,73f2539ccd48a3e3ada21a25955beae5,1341506226,37.463921,-77.288135,0
968917,968917,2020-01-26 18:51:38,180065479077096,"fraud_Bahringer, Bergnaum and Quitzon",home,6.43,Krystal,Gamble,F,47152 Clayton Burg,Manchester,MD,21102,39.6747,-76.8941,11751,Clinical research associate,1964-02-15,9a9985799ed1984f6ea0312b94767eeb,1359226298,39.10696,-76.375538,0
300364,300364,2019-05-26 17:57:45,4210078554961359092,fraud_Leffler-Goldner,personal_care,43.78,Valerie,Clark,F,7402 West Ranch,Lowell,OR,97452,43.92100000000001,-122.7806,1420,Systems analyst,1965-11-11,e85d06ae1630acbdcda03d2a5d3a80e8,1338055065,43.156621,-122.404775,0
572115,572115,2019-08-31 13:13:13,2283743876903625,fraud_Klocko LLC,misc_net,7.84,Shannon,Williams,F,9345 Spencer Junctions Suite 183,Alpharetta,GA,30009,34.077,-84.3033,165556,Prison officer,1997-12-27,ee225b7401eff1ef1b60559dc3f8fc5e,1346418793,35.00874,-85.21416500000001,0
787479,787479,2019-12-01 16:04:38,4428154703770710,fraud_Collier LLC,home,68.05,Brittany,Guerra,F,79209 Gary Dale,Colton,WA,99113,46.5901,-117.1692,761,Chief Marketing Officer,1943-06-30,4caa49534390c947f9b8bda6881353c0,1354377878,46.520377,-117.478879,0
806237,806237,2019-12-06 00:04:09,2475085306462014,fraud_Hickle Group,shopping_pos,133.04,John,Miller,M,153 Mccullough Springs Apt. 857,Lamberton,MN,56152,44.2378,-95.2739,1507,Land/geomatics surveyor,1993-10-12,45f9d6ef5afbbb803e6b018903839924,1354752249,44.292433,-95.888965,0
840668,840668,2019-12-13 19:13:20,4512828414983801773,fraud_Bins-Howell,personal_care,116.98,Monica,Cohen,F,864 Reynolds Plains,Uledi,PA,15484,39.8936,-79.7856,328,Tree surgeon,1983-07-25,68541eed853185c96305ba4d0ba9e18f,1355426000,39.601171,-80.572188,0
741628,741628,2019-11-13 03:02:01,4687263141103,"fraud_Kovacek, Dibbert and Ondricka",grocery_pos,85.85,Sarah,Cross,F,273 Phillip Throughway,Bigelow,MN,56117,43.5336,-95.6515,399,Economist,1977-04-28,e42fbf9310c8f20abc56a15832574183,1352775721,42.721569,-95.536244,0
151472,151472,2019-03-22 22:45:28,4451952084362894,fraud_Bode-Rempel,kids_pets,53.36,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,16b551a89b6d6ec2c7b9df32390659d0,1332456328,33.707883,-101.873426,0
865369,865369,2019-12-18 22:23:54,2227671554547514,"fraud_Mueller, Gerhold and Mueller",health_fitness,99.38,Angie,Jones,F,6970 Blake Trail,Clearwater,FL,33760,27.9004,-82.7152,172247,"Geneticist, molecular",1979-10-22,c7c96103d144e6276fccc7107674b5ce,1355869434,27.11823,-82.13402099999999,0
1136904,1136904,2020-04-19 03:06:43,4066595222529,fraud_Spencer-Runolfsson,misc_pos,9.61,Jamie,Olson,F,3423 Michael Canyon Suite 276,River,KY,41254,37.8795,-82.7251,571,Quarry manager,1931-03-07,1e5c72a6162bddf1bf840daeaabdecc8,1366340803,37.368840000000006,-83.185744,0
